name,address,address_line_2,city,province,postal_code,latitude,longitude,phone,email,fuel_brand,price_zone,available_fuel_types,fuel_prices_petrol_95,fuel_prices_petrol_93,fuel_prices_diesel_50ppm,fuel_prices_diesel_500ppm,other_offerings,contact_1_name,contact_1_surname,contact_1_email,contact_1_office_phone,contact_1_mobile_phone,contact_2_name,contact_2_surname,contact_2_email,contact_2_office_phone,contact_2_mobile_phone,vat_number,bank_name,account_holder,account_number,branch_code
"Sasol","Sasol",,"Middelburg","Mpumalanga",1055,-25.7695807,29.4716922,+27 13 243 0494,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Middelburg","Mpumalanga",1055,-25.7758562,29.4957211,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Nkomazi","Mpumalanga",1320,-25.5266565,31.4052347,+27 82 880 6068,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Nkomazi","Mpumalanga",1320,-25.5244451,31.4062896,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen Station","Address not available",,"Unknown","Mpumalanga",,-26.48973,31.3072364,,,Engen,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Galp Fuel Station","Galp Fuel Station",,"Unknown","Mpumalanga",,-26.4907872,31.306059,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Lobamba Filling Station","Lobamba Filling Station",,"Unknown","Mpumalanga",,-26.4538451,31.2107532,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Middelburg","Mpumalanga",,-25.7521655,29.4694856,+27 13 243 2643,,Engen,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Unknown","Mpumalanga",,-26.3289641,31.1435192,,,Engen,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Middelburg","Mpumalanga",1055,-25.7526799,29.4497004,+27 13 242 2221,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Standerton","Mpumalanga",2430,-26.9314271,29.2422123,+27 17 714 2129,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Middelburg","Mpumalanga",1055,-25.8337483,29.7937996,+27 13 249 8908,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"No.1 filling station","No.1 filling station",,"Unknown","Mpumalanga",,-26.3036272,29.9857771,,,Exel,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Shell",,"Unknown","Mpumalanga",,-26.3033052,29.9855198,,,Shell,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Stevenson Street",,"Witbank","Mpumalanga",1039,-25.9000092,29.2305989,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Mpumalanga",,-25.9503861,29.8054292,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","BP",,"Machadodorp","Mpumalanga",1170,-25.6675625,30.2450417,+27 13 256 0050,,BP,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Piet Retief","Mpumalanga",2380,-26.9919863,30.7979375,+27 17 826 2941,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell Station","Address not available",,"Unknown","Mpumalanga",,-25.5151731,28.528086,,,Shell,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell Station","Address not available",,"Unknown","Mpumalanga",,-25.514217,28.5269989,,,Shell,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Mpumalanga",,-26.0518615,29.0468585,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Emalahleni","Mpumalanga",1034,-25.865078,29.2196506,+27 82 581 4871,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Shell",,"Unknown","Mpumalanga",,-26.3772446,28.9277189,,,Shell,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Mpumalanga",,-26.3551556,28.9133721,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Galp Station","Address not available",,"Unknown","Mpumalanga",,-26.6581779,31.415494,,,Galp,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Puma","Puma",,"Unknown","Mpumalanga",,-26.2126416,30.9920191,,,Puma,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Galp","Galp",,"Unknown","Mpumalanga",,-26.213369,30.9921799,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Total","Total",,"Unknown","Mpumalanga",,-26.0626355,28.8154512,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Shell",,"Unknown","Mpumalanga",,-25.677765,31.5099555,,,Shell,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Mpumalanga",,-25.8627332,29.1220613,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Mpumalanga",,-26.0909771,29.3307699,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","26 Krogh Street",,"STANDERTON","Mpumalanga",2430,-26.9487301,29.2368115,+27 17 712 2911,,BP,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","110 Vermooten Street",,"Unknown","Mpumalanga",1100,-25.6956065,30.0429036,+27 13 253 1221,,Shell,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Puma","Puma",,"Unknown","Mpumalanga",,-25.6923426,30.0424212,,,Puma,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Galp","Galp",,"Unknown","Mpumalanga",,-26.2991789,31.1338944,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Tinkers Filling Station","Tinkers Filling Station",,"Unknown","Mpumalanga",,-26.4975903,31.3721385,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Puma","Puma",,"Unknown","Mpumalanga",,-26.4896792,31.4136423,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Total Energies Moneni Filling Station","Total Energies Moneni Filling Station",,"Unknown","Mpumalanga",,-26.4940194,31.400596,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Galp petrol station","MR3",,"Unknown","Mpumalanga",,-26.4883902,31.4551678,,,GALP,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Carolina","Mpumalanga",1185,-26.068386,30.1135111,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Puma","Puma",,"Unknown","Mpumalanga",,-26.0709345,30.1190941,,,Puma,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Puma","Puma",,"Unknown","Mpumalanga",,-26.5305732,31.1885809,,,Puma,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Exel","Exel",,"Unknown","Mpumalanga",,-26.5573376,31.1798581,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Evander","Mpumalanga",2280,-26.429521,29.0931527,+27 10 591 2057,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","126 Bram Fischer Drive",,"Evander","Mpumalanga",,-26.4745035,29.1111792,+27 17 632 2268,,Engen,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Secunda","Mpumalanga",2302,-26.5085986,29.1853562,+27 17 634 8080,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Secunda","Mpumalanga",2302,-26.5224768,29.2052806,+27 17 634 2883,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Total","Total",,"Unknown","Mpumalanga",,-26.3228619,31.1434238,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","17 Kerk Street",,"Carolina","Mpumalanga",,-26.0688211,30.1126086,+27 17 843 1160,,Engen,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Ermelo","Mpumalanga",,-26.5348487,29.9896332,+27 17 819 3943,,Engen,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Mpumalanga",,-26.2268201,31.0385762,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Unknown","Mpumalanga",,-26.3017329,31.1205432,,,Engen,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Unknown","Mpumalanga",,-26.3283684,31.1391269,,,Engen,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Galp","Galp",,"Unknown","Mpumalanga",,-26.3964922,31.1734786,,,Galp,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Total","Total",,"Unknown","Mpumalanga",,-26.491043,31.3037513,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Puma","Puma",,"Unknown","Mpumalanga",,-26.5712353,30.7994241,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Total","Total",,"Unknown","Mpumalanga",,-26.4121396,31.7546921,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Unknown","Mpumalanga",,-26.4534204,29.4665211,,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Local gas station","Local gas station",,"Unknown","Mpumalanga",,-26.1599339,29.7095992,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Hendrina","Mpumalanga",1095,-26.1592525,29.7176569,+27 13 293 0025,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Mpumalanga",,-26.1652992,29.1640391,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Total Energies","Total Energies",,"Unknown","Mpumalanga",,-26.4981449,31.3760808,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Puma","Puma",,"Unknown","Mpumalanga",,-26.4962677,31.3801597,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Galp petrol station","Galp petrol station",,"Unknown","Mpumalanga",,-26.8338519,31.9725926,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Petrol station","Petrol station",,"Unknown","Mpumalanga",,-26.0406898,31.8169461,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Total","Total",,"Unknown","Mpumalanga",,-26.439398,31.5165161,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Puma","Puma",,"Unknown","Mpumalanga",,-26.4445049,31.9210181,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Puma","Puma",,"Unknown","Mpumalanga",,-26.3260752,31.1350147,,,Puma,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Mpumalanga",,-26.0727375,30.1213106,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Galp","Galp",,"Unknown","Mpumalanga",,-26.450143,31.9450146,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Unknown","Mpumalanga",,-26.4317004,31.1838763,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Mpumalanga",,-26.9561463,29.2433712,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Balfour","Mpumalanga",,-26.6603891,28.5889471,+27 17 773 0432,,Engen,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Balfour","Mpumalanga",2410,-26.6615307,28.5923702,+27 17 773 0144,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Unknown","Mpumalanga",,-26.2928879,31.1184777,,,Engen,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Mpumalanga",,-26.3287563,31.1443936,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Obaro","Obaro",,"Unknown","Mpumalanga",,-25.7853795,31.0463447,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Evander","Mpumalanga",2280,-26.467758,29.1013717,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Ekangala","Mpumalanga",1021,-25.6859499,28.7191859,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Shell",,"Unknown","Mpumalanga",1020,-25.8046835,28.7467182,+27 13 931 0500,,Shell,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Caltex",,"Unknown","Mpumalanga",,-25.8051729,28.7462417,,,Caltex,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Greylingstad","Mpumalanga",2415,-26.7454141,28.7458026,+27 17 778 0851,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","1 Stuart Street",,"Balfour","Mpumalanga",2410,-26.6597164,28.5841145,+27 17 773 0332,,BP,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Total","Total",,"Unknown","Mpumalanga",,-26.6601655,28.5858841,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Caltex",,"Unknown","Mpumalanga",,-26.0181388,29.5974361,,,Caltex,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Mpumalanga",,-26.9786498,28.5891665,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Ngonini","King Mswati II Highway",,"Unknown","Mpumalanga",,-25.802082,31.4115878,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Mpumalanga",,-26.1627627,29.7165817,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Unknown","Mpumalanga",,-26.450154,29.469376,,,Engen,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Vaal Truck Inn","Vaal Truck Inn",,"Unknown","Mpumalanga",,-26.9787439,28.5894681,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Emalahleni","Mpumalanga",,-25.8542598,29.1128517,+27 13 658 6006,,Engen,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Viva","Viva",,"Unknown","Mpumalanga",,-26.2885261,30.7585403,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Shell",,"Unknown","Mpumalanga",,-26.0744872,28.7566066,,,Shell,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Emalahleni","Mpumalanga",,-25.8937914,29.2284924,+27 13 697 4494,,Astron Energy,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Entokozweni","Mpumalanga",,-25.6887368,30.2127226,+27 13 256 0340,,Astron Energy,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Leandra","Mpumalanga",,-26.3737676,28.9169703,+27 17 683 0004,,Astron Energy,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Carolina","Mpumalanga",,-26.067634,30.113401,+27 79 401 3710,,Astron Energy,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Delmas","Mpumalanga",2210,-26.1494818,28.6888437,+27 13 665 2346,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Middelburg","Mpumalanga",1055,-25.7590434,29.4262329,+27 13 241 2789,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Witbank","Mpumalanga",1034,-25.8575893,29.2297732,+27 13 656 4030,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Witbank","Mpumalanga",1034,-25.8990724,29.2327791,+27 13 697 0650,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Secunda","Mpumalanga",2302,-26.511016,29.175968,+27 17 634 8080,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Witbank","Mpumalanga",1034,-25.882086,29.20773,+27 13 656 9413,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Evander","Mpumalanga",2280,-26.4837002,29.1112631,+27 17 634 7233,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Bethal","Mpumalanga",2309,-26.4531574,29.4664989,+27 17 647 3187,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Middelburg","Mpumalanga",1055,-25.7630875,29.4632315,+27 68 319 8266,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Secunda","Mpumalanga",2302,-26.5120806,29.1992872,+27 17 634 8080,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Emgwenya","Mpumalanga",1195,-25.644509,30.326334,+27 13 257 0014,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Ermelo","Mpumalanga",2351,-26.51856,29.98418,+27 17 811 1987,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Kwamhlushwa","Mpumalanga",1337,-25.657118,31.6829,+27 13 590 1456,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Witbank","Mpumalanga",1034,-25.902763,29.235476,+27 13 697 3422,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Kriel","Mpumalanga",2271,-26.2472578,29.2703776,+27 17 648 2186,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Doornkop","Mpumalanga",0470,-25.630682,29.43713,+27 82 851 9893,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Witbank","Mpumalanga",1034,-25.8601944,29.2351864,+27 13 650 1264,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Standerton","Mpumalanga",2429,-26.9299673,29.2332268,+27 71 238 8100,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Ogies","Mpumalanga",2230,-26.0524519,29.0473308,+27 72 557 0304,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Witbank","Mpumalanga",1034,-25.8733803,29.2090186,+27 13 690 2319,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Secunda","Mpumalanga",2302,-26.498137,29.2077877,+27 17 001 0499,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Middelburg","Mpumalanga",1055,-25.768405,29.4545228,+27 84 602 5516,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Malelane","Mpumalanga",1320,-25.5001607,31.5091285,+27 13 790 1329,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Bethal","Mpumalanga",2309,-26.4546116,29.4610303,+27 17 647 5210,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Kinross","Mpumalanga",2270,-26.4229134,29.1008318,+27 82 327 8373,,Sasol,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Main Road",,"Nhlazatshe","Mpumalanga",,-26.0391175,30.7895142,+27 17 843 2520,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Piet Retief","Mpumalanga",2380,-26.9903785,30.7957732,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Middelburg","Mpumalanga",1050,-25.8092259,29.462639,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","R544",,"Emalahleni","Mpumalanga",1035,-25.9773211,29.2777692,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Witbank","Mpumalanga",1034,-25.8885458,29.276702,+27 13 656 1860,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Standerton","Mpumalanga",2430,-26.9495335,29.2359543,+27 17 712 2911,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Devon","Mpumalanga",2260,-26.362,28.7837,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Trichardt","Mpumalanga",2300,-26.4865,29.2271,+27 17 638 0040,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Secunda","Mpumalanga",2302,-26.506418,29.2000416,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Merriedale Avenue",,"Witbank","Mpumalanga",1034,-25.9225963,29.2212611,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Leandra","Mpumalanga",2265,-26.3677336,28.9246684,+27 17 683 0004,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Bethal","Mpumalanga",2309,-26.4517,29.4599,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","R515",,"Rayton","Mpumalanga",1001,-25.7929626,28.5177926,+27 12 736 2086,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Secunda","Mpumalanga",2302,-26.5099,29.2186,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Ermelo","Mpumalanga",2351,-26.5225,29.9816,+27 17 811 1635,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Mandela Street",,"Witbank","Mpumalanga",1034,-25.875,29.2298,+27 13 656 5139,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
